ocel_id;ocel_time;rain condition
enter_tr26_Pcp403;2024-05-22 18:39:01;No Rain
enter_tr5_Pcp285;2024-05-22 18:51:37;No Rain
enter_tr39_Pcp271;2024-05-22 18:57:12;No Rain
enter_tr16_Pcp436;2024-05-22 19:57:32;No Rain
enter_tr48_Pcp380;2024-05-22 21:05:39;No Rain
enter_tr41_Pcp348;2024-05-22 21:13:30;No Rain
enter_tr47_Pcp341;2024-05-22 21:48:16;No Rain
enter_tr34_Pcp77;2024-05-22 22:13:50;Have Rain
enter_tr2_Pcp186;2024-05-22 23:13:20;No Rain
enter_tr13_Pcp303;2024-05-22 23:44:27;No Rain
enter_tr50_Pcp391;2024-05-23 00:14:48;No Rain
enter_tr36_Pcp320;2024-05-23 00:46:19;No Rain
enter_tr12_Pcp297;2024-05-23 02:16:37;No Rain
enter_tr22_Pcp374;2024-05-23 02:37:37;No Rain
enter_tr3_Pcp142;2024-05-23 03:35:20;No Rain
enter_tr30_Pcp22;2024-05-24 14:34:19;Have Rain
enter_tr21_Pcp224;2024-05-24 14:49:34;Have Rain
enter_tr10_Pcp193;2024-05-24 15:11:53;No Rain
enter_tr29_Pcp391;2024-05-24 15:15:16;No Rain
enter_tr20_Pcp36;2024-05-24 15:29:20;No Rain
enter_tr7_Pcp179;2024-05-24 15:33:01;No Rain
enter_tr33_Pcp103;2024-05-24 15:41:45;No Rain
enter_tr32_Pcp295;2024-05-24 16:08:47;Have Rain
enter_tr42_Pcp36;2024-05-24 16:11:24;Have Rain
enter_tr49_Pcp7;2024-05-24 16:31:56;Have Rain
enter_tr38_Pcp250;2024-05-24 16:39:10;Have Rain
enter_tr31_Pcp4;2024-05-24 16:45:33;Have Rain
enter_tr11_Pcp456;2024-05-24 16:51:43;Have Rain
enter_tr4_Pcp361;2024-05-24 17:01:18;Have Rain
enter_tr1_Pcp185;2024-05-24 17:20:41;Have Rain
enter_tr18_Pcp182;2024-05-24 17:20:50;Have Rain
enter_tr44_Pcp329;2024-05-25 04:11:14;No Rain
enter_tr40_Pcp195;2024-05-25 06:16:10;Have Rain
enter_tr47_Pcp319;2024-05-26 00:30:10;No Rain
enter_tr2_Pcp349;2024-05-26 08:11:49;No Rain
enter_tr27_Pcp424;2024-05-26 08:19:32;No Rain
enter_tr35_Pcp139;2024-05-26 08:22:48;No Rain
enter_tr19_Pcp442;2024-05-26 10:51:46;No Rain
enter_tr36_Pcp488;2024-05-26 11:02:15;No Rain
enter_tr8_Pcp59;2024-05-26 11:07:04;No Rain
enter_tr37_Pcp439;2024-05-26 11:10:19;No Rain
enter_tr41_Pcp218;2024-05-26 18:43:04;No Rain
enter_tr5_Pcp10;2024-05-27 08:10:41;No Rain
enter_tr9_Pcp267;2024-05-28 02:34:27;No Rain
enter_tr8_Pcp417;2024-05-29 00:22:27;No Rain
enter_tr8_Pcp235;2024-05-31 08:12:31;No Rain
